object_id,global_id,date,location,unlisted_location,monitor_name,pool_id,water_level_in,optional_comments,x,y,location_pool_id
193,afe91093-f17f-40cd-bac7-66f50514d2d8,2/7/19 8:00,ellwood_mesa,NA,Joanna Tang,5,3,NA,-119.8881022,34.42021153,ellwood_mesa_5
329,ecb4eff0-53ff-45a1-8e3b-67608866eda3,2/18/19 8:00,ellwood_mesa,NA,Chandler,Reference,17.5,NA,-119.8888907,34.41991158,ellwood_mesa_Reference
477,b31b2e97-883a-43b1-af8a-83e3974e1738,3/5/19 8:00,ellwood_mesa,NA,Chandler,Reference,18.5,NA,-119.8888187,34.41989289,ellwood_mesa_Reference
733,e4441d47-7aef-48d9-ad6f-fe35388618f7,4/1/19 7:00,ellwood_mesa,NA,Chandler,Reference,6.5,"Small “L” shaped depression in the middle of the basin, lots of water loving plants, mainly dry",-119.8889291,34.41981963,ellwood_mesa_Reference
143,10296397-481a-426a-8dbf-103a4082d1c7,1/18/19 0:00,ellwood_mesa,NA,Joanna Tang,5,5,NA,0,0,ellwood_mesa_5
192,633d89dd-a84b-4328-a27f-b78bbc01f64c,2/7/19 8:00,ellwood_mesa,NA,Joanna Tang,5,2.75,NA,-119.8886549,34.42000026,ellwood_mesa_5
330,cfba482c-2ea6-4c96-8e11-3f107c251ebe,2/18/19 8:00,ellwood_mesa,NA,Chandler,5,4.5,NA,-119.8816165,34.42463998,ellwood_mesa_5
478,837cbdf3-f3f2-42af-a43b-c4e42bf51ef0,3/5/19 8:00,ellwood_mesa,NA,Chandler,5,3.76,NA,-119.8887237,34.42008278,ellwood_mesa_5
734,b99aa71c-5d0a-4b64-a78f-146656b00180,4/1/19 7:00,ellwood_mesa,NA,Chandler,5,0,Dry with lots of plants pictured below,-119.8887898,34.42002139,ellwood_mesa_5
191,2dfaec12-af5a-43a4-a57d-401352f6d1bf,2/7/19 8:00,ellwood_mesa,NA,Joanna Tang,Created pool by trees,16,NA,-119.8824831,34.42493957,ellwood_mesa_Created_pool_by_trees
61,eedbe3d9-e568-440d-b8e3-676f7829e1a6,1/30/19 8:00,manzanita_village,NA,Andy Lanes,San Miguel,6.5,Frog eggs,-119.851707,34.40916553,manzanita_village_San_Miguel
340,7ddaf031-6620-4239-9e57-aba69ecaf48d,2/20/19 8:00,manzanita_village,NA,Andy,San Miguel,14,NA,-119.8526861,34.40839417,manzanita_village_San_Miguel
448,a7bfa2f6-f567-4de9-ba3d-450d49888806,3/1/19 8:00,manzanita_village,NA,Shaina,San Miguel,13.5,NA,-119.8526077,34.40843109,manzanita_village_San_Miguel
479,89a13ee1-3b37-4016-aa9f-fd9f1ed4f9bb,3/6/19 8:00,manzanita_village,NA,Shaina,San Miguel,18,NA,-119.8519893,34.40845928,manzanita_village_San_Miguel
615,272e8e5d-fefe-401b-8417-c22fdc9b5d47,3/18/19 7:00,manzanita_village,NA,Fredi,San Miguel,13,NA,-119.8524721,34.40818896,manzanita_village_San_Miguel
659,ea622823-32be-4e5a-b349-9d1975bda53e,3/25/19 7:00,manzanita_village,NA,Cassie H,San Miguel,11.6,NA,-119.8526032,34.40840835,manzanita_village_San_Miguel
792,250bd9b8-b89a-4d29-ba0b-1d52e6418f8e,4/5/19 7:00,manzanita_village,NA,Fredi,San Miguel,9.1,NA,-119.8541711,34.41948847,manzanita_village_San_Miguel
861,892287b0-7bba-40e5-9086-ab6ef88e420f,4/12/19 7:00,manzanita_village,NA,Andy,San Miguel,6.9,NA,-119.8526887,34.40837998,manzanita_village_San_Miguel
914,634c34a3-4542-4e65-a6b4-5e704d234eb0,4/17/19 7:00,manzanita_village,NA,Madi,San Miguel,4.8,NA,-119.8519474,34.40822136,manzanita_village_San_Miguel
962,9ecfc5fb-2d44-4563-b411-b84468d47478,4/24/19 7:00,manzanita_village,NA,Andy,San Miguel,3,NA,-119.8518037,34.40814336,manzanita_village_San_Miguel
188,b6cfe20d-9977-437e-a20c-30740168e440,2/6/19 8:00,manzanita_village,NA,Shaina,San Miguel,14.5,NA,-119.8526626,34.40835227,manzanita_village_San_Miguel
66,325e9bdf-effb-4bea-a990-aaf7bb02e6e7,1/30/19 8:00,manzanita_village,NA,Andy Lanes,Santa Barbara,7,NA,-119.8525818,34.40857643,manzanita_village_Santa_Barbara
186,f0d21fb3-8ab6-4f22-acd2-b6392f0410bd,2/6/19 8:00,manzanita_village,NA,Shaina,Santa Barbara,11,NA,-119.8512081,34.40798967,manzanita_village_Santa_Barbara
345,6485f0d3-a013-466b-b84b-820431caa027,2/20/19 8:00,manzanita_village,NA,Andy,Santa Barbara,10,NA,-119.8508543,34.40782161,manzanita_village_Santa_Barbara
443,4ad74481-1342-48cc-bc90-634e4387528d,3/1/19 8:00,manzanita_village,NA,Shaina,Santa Barbara,11,NA,-119.8508925,34.4080579,manzanita_village_Santa_Barbara
484,c073de79-a8a4-4ab1-b1a2-bb24d8735c2f,3/6/19 8:00,manzanita_village,NA,Shaina,Santa Barbara,15.5,NA,-119.8509116,34.40801628,manzanita_village_Santa_Barbara
608,8e169ac3-3363-4b8b-a678-a546099f7010,3/18/19 7:00,manzanita_village,NA,Fredi,Santa Barbara,8.2,NA,-119.8508536,34.40795155,manzanita_village_Santa_Barbara
653,d4a8f220-4c8e-4899-b0b3-e2b711f6188b,3/25/19 7:00,manzanita_village,NA,Andy,Santa Barbara,6.9,NA,-119.8510614,34.40802795,manzanita_village_Santa_Barbara
787,76d16f85-3a52-42c8-96dc-b7f4ea290f6d,4/5/19 7:00,manzanita_village,NA,Fredi,Santa Barbara,5.5,NA,-119.8532917,34.41161019,manzanita_village_Santa_Barbara
866,15b640c1-9598-4fd8-801a-e738dd35f493,4/12/19 7:00,manzanita_village,NA,Andy,Santa Barbara,2.5,NA,-119.8512521,34.40806774,manzanita_village_Santa_Barbara
919,7b8ec8b0-43ff-4982-8dfa-2c0dccbc5a70,4/17/19 7:00,manzanita_village,NA,Andy,Santa Barbara,0,NA,-119.8517571,34.40813588,manzanita_village_Santa_Barbara
67,42b8d209-3717-44a3-9071-4c8126004444,1/30/19 8:00,manzanita_village,NA,Andy Lanes,Santa Catalina,8.5,NA,-119.8517673,34.4085341,manzanita_village_Santa_Catalina
187,fda00935-4eb1-4e60-91fa-f5d1aac18231,2/6/19 8:00,manzanita_village,NA,Shaina,Santa Catalina,10.3,NA,-119.8514512,34.40714083,manzanita_village_Santa_Catalina
346,df8fee4d-4bc4-41e4-b746-b5cbff77051d,2/20/19 8:00,manzanita_village,NA,Andy,Santa Catalina,10.2,NA,-119.8508333,34.40809627,manzanita_village_Santa_Catalina
442,896b33ea-bae7-47dc-a462-d7ae812093c5,3/1/19 8:00,manzanita_village,NA,Andy,Santa Catalina,10.2,NA,-119.8509088,34.4086222,manzanita_village_Santa_Catalina
485,1a69c3b9-005e-4644-bb35-38e0862dfaa3,3/6/19 8:00,manzanita_village,NA,Andy,Santa Catalina,11.2,NA,-119.8509141,34.40801141,manzanita_village_Santa_Catalina
607,e39f7b1d-bbf0-4dc0-bbc7-f88a28ded428,3/18/19 7:00,manzanita_village,NA,Fredi,Santa Catalina,8.8,NA,-119.8509041,34.4077998,manzanita_village_Santa_Catalina
654,fe832a60-a70c-4d6f-9777-e712844ef8b2,3/25/19 7:00,manzanita_village,NA,Andy,Santa Catalina,8.3,NA,-119.8508679,34.40801064,manzanita_village_Santa_Catalina
873,c153fbc9-73d9-451e-a243-3dc4306c3d5b,4/12/19 7:00,manzanita_village,NA,Andy,Santa Catalina,5.2,NA,-119.85052,34.40804462,manzanita_village_Santa_Catalina
920,7418b592-a9f1-48fd-9389-1cd3c2eb5270,4/17/19 7:00,manzanita_village,NA,Madi,Santa Catalina,4.4,NA,-119.850897,34.40799031,manzanita_village_Santa_Catalina
955,943336f7-8353-4fea-9802-64658c53d8a9,4/24/19 7:00,manzanita_village,NA,Andy,Santa Catalina,3,NA,-119.8508778,34.40797958,manzanita_village_Santa_Catalina
63,8d757bb7-65b2-4b26-aca6-f6d257093720,1/30/19 8:00,manzanita_village,NA,Andy Lanes,Santa Cruz,1,"Deepest point has shifted, likely gophers",-119.8524608,34.40848136,manzanita_village_Santa_Cruz
190,d8a991cd-b34c-428d-a2c6-bd1d84a1a7be,2/6/19 8:00,manzanita_village,NA,Shaina,Santa Cruz,27.3,NA,-119.852354,34.40843445,manzanita_village_Santa_Cruz
342,ca194772-a6d0-471d-8777-7384f166cf9e,2/20/19 8:00,manzanita_village,NA,Andy,Santa Cruz,27,0=18”- baseline is 18,-119.8522767,34.40836083,manzanita_village_Santa_Cruz
446,d5c5c28d-40f6-4eec-a0cc-ccb447c9d8f7,3/1/19 8:00,manzanita_village,NA,Andy,Santa Cruz,26,NA,-119.8522118,34.40829984,manzanita_village_Santa_Cruz
481,9d4cea2c-f92c-4343-9cf3-f172824d3f48,3/6/19 8:00,manzanita_village,NA,Shaina,Santa Cruz,28,NA,-119.8518138,34.40817499,manzanita_village_Santa_Cruz
613,e6872fbc-5709-4c9b-9fe7-98cf1e918a12,3/18/19 7:00,manzanita_village,NA,Fredi,Santa Cruz,24.8,NA,-119.8520843,34.40818357,manzanita_village_Santa_Cruz
657,75cc26ff-306d-42f3-a07b-6a165a889343,3/25/19 7:00,manzanita_village,NA,Cassie H,Santa Cruz,23.7,NA,-119.8520988,34.40828936,manzanita_village_Santa_Cruz
790,73277811-0d6f-4dfc-b422-3ce7b2b0ec16,4/5/19 7:00,manzanita_village,NA,Fredi,Santa Cruz,2.2,NA,-119.8531597,34.41714359,manzanita_village_Santa_Cruz
863,4c2422fa-bd71-41c7-b486-350e4917e817,4/12/19 7:00,manzanita_village,NA,Andy,Santa Cruz,0,NA,-119.8522141,34.40830124,manzanita_village_Santa_Cruz
62,4d29b072-eb93-4d36-b61b-dc23cd976111,1/30/19 8:00,manzanita_village,NA,Andy Lanes,Santa Rosa,5,NA,-119.8524997,34.40846314,manzanita_village_Santa_Rosa
341,7ffd0747-7187-4ba0-b217-56ea050de75a,2/20/19 8:00,manzanita_village,NA,Andy,Santa Rosa,15,NA,-119.8526053,34.40838613,manzanita_village_Santa_Rosa
447,dc1ae4ae-09a9-45cb-b637-ea4e128be039,3/1/19 8:00,manzanita_village,NA,Shaina,Santa Rosa,14.5,NA,-119.8522343,34.40833435,manzanita_village_Santa_Rosa
480,6ec7c258-7067-4f41-a633-01f49e8244dc,3/6/19 8:00,manzanita_village,NA,Andy,Santa Rosa,17,NA,-119.8518252,34.40815682,manzanita_village_Santa_Rosa
614,3bf43e15-bfa1-4c69-8916-5e50ada83e46,3/18/19 7:00,manzanita_village,NA,Andy,Santa Rosa,14.3,NA,-119.8524563,34.40819549,manzanita_village_Santa_Rosa
658,dfa240d6-11b5-4f7c-a05f-d71a3a66d10e,3/25/19 7:00,manzanita_village,NA,Cassie H,Santa Rosa,13.2,NA,-119.8522747,34.40836121,manzanita_village_Santa_Rosa
791,923fef2f-52c0-429e-970b-54cf4c6d816c,4/5/19 7:00,manzanita_village,NA,Fredi,Santa Rosa,12.1,NA,-119.8535222,34.41875979,manzanita_village_Santa_Rosa
862,5ec57401-e2a3-4600-989f-b234a7dc9443,4/12/19 7:00,manzanita_village,NA,Andy,Santa Rosa,9.2,NA,-119.8523503,34.40830299,manzanita_village_Santa_Rosa
915,6ddd7158-3899-4e33-b172-1263626da3cf,4/17/19 7:00,manzanita_village,NA,Madi C,Santa Rosa,7.7,NA,-119.8525819,34.4084074,manzanita_village_Santa_Rosa
961,b3feb704-a84e-4ff4-88f5-a255ea2d474b,4/24/19 7:00,manzanita_village,NA,Andy,Santa Rosa,6.5,NA,-119.8518156,34.40813841,manzanita_village_Santa_Rosa
189,eaec7789-8015-4008-8f76-62446cb470da,2/6/19 8:00,manzanita_village,NA,Shaina,Santa Rosa,14.5,NA,-119.8528308,34.40835822,manzanita_village_Santa_Rosa
324,081bd7be-b7df-41a8-95c3-38ae2dbd5407,2/15/19 8:00,more_mesa,NA,Joanna Tang,Main pool,15.75,Not opaque,-119.7861105,34.41934825,more_mesa_Main_pool
356,6bb802ff-9258-4541-9862-8f82471dffcf,2/21/19 8:00,more_mesa,NA,Angela Rauhut,Main pool,14.125,Wildlife: saw 4 ducks and heard a western spadefoot toad,-119.8003005,34.4283432,more_mesa_Main_pool
439,e31598da-1882-4d91-9ee2-e25415ddfe31,2/28/19 8:00,more_mesa,NA,Angela,Main pool,14,NA,-119.8002656,34.42838552,more_mesa_Main_pool
495,81ffa6d2-3f4d-44d3-9dd1-9031e2710487,3/7/19 8:00,more_mesa,NA,Angela,Main pool,15.875,water and soil samples taken,-119.8002886,34.42837402,more_mesa_Main_pool
606,2685385f-5ef4-473a-b3b7-defae8a72f6c,3/15/19 7:00,more_mesa,NA,Angela,Main pool,13.5,NA,-119.800314,34.4283411,more_mesa_Main_pool
625,c7db6ad2-1f61-454f-b4ae-d64f14f87a39,3/21/19 7:00,more_mesa,NA,Angela,Main pool,12.5,heard a chorus frog,-119.8002991,34.4283725,more_mesa_Main_pool
710,72a4937c-c3fa-42ea-88dd-06205a785d8c,3/29/19 7:00,more_mesa,NA,Angela,Main pool,11,NA,-119.8003402,34.428458,more_mesa_Main_pool
777,18fac0a0-a763-4bd6-9e8d-e2b8b0bc1a70,4/4/19 7:00,more_mesa,NA,Angela,Main pool,9.5,NA,-119.8002095,34.42846034,more_mesa_Main_pool
876,a9cfaad1-3079-486b-9908-675e02d5a628,4/12/19 7:00,more_mesa,NA,Angela,Main pool,6.875,lots of cute little grasses,-119.8003398,34.4283686,more_mesa_Main_pool
935,d4dd2dc8-2008-4f20-93c1-fda8967688e0,4/19/19 7:00,more_mesa,NA,Angela,Main pool,4.75,NA,-119.8003233,34.4283238,more_mesa_Main_pool
994,df5baca7-13dd-451d-b814-c4bf2f422cb2,4/28/19 7:00,more_mesa,NA,Angela,Main pool,3,"no more open water, just mud and grasses",-119.8003797,34.42831181,more_mesa_Main_pool
9,be96da9e-7c3d-4222-9cf8-186c784dae37,1/11/19 8:00,ncos,NA,Beau Tindall,1,15.75,NA,-119.8788721,34.42194186,ncos_1
30,85b13b9b-b2c5-436a-b597-6e44f9435feb,1/17/19 8:00,ncos,NA,Beau Tindall,1,18,Cannot see the water level gauge,-119.8791118,34.41953427,ncos_1
51,5e90d609-3df3-400f-a241-e493dcdb7b7c,1/25/19 8:00,ncos,NA,Beau Tindall,1,18,Can’t see level,-119.8792304,34.41954062,ncos_1
163,60d3cb49-957f-409e-8197-b592aa7b45f6,2/1/19 8:00,ncos,NA,Beau Tindall,1,18,Can’t see the gauge,-119.8826405,34.42262213,ncos_1
235,9c7f3805-ae4f-41c4-a281-dc9ae12013cf,2/8/19 8:00,ncos,NA,Beau Tindall,1,18,Can’t see gauge,-119.8793,34.41979201,ncos_1
313,26b61cd4-7b96-406e-8638-1d70038a0ef1,2/15/19 8:00,ncos,NA,Beau Tindall,1,18,Can’t see gauge,-119.879274,34.41962317,ncos_1
381,4ffea1cd-ff23-43cd-8c83-9235e95567bc,2/22/19 8:00,ncos,NA,Beau Tindall,1,18,Can’t see level gauge,-119.8792297,34.41954674,ncos_1
472,73c65065-ae2c-460a-926b-ee1e2fee43cf,3/1/19 8:00,ncos,NA,Beau Tindall,1,19,NA,-119.8854488,34.42344778,ncos_1
537,63d2c1ee-bd96-4a53-a461-25a996abe2e7,3/8/19 8:00,ncos,NA,Beau Tindall,1,19,NA,-119.8792194,34.41950331,ncos_1
596,c9811c8d-50c7-4083-8933-174bfadd9030,3/15/19 7:00,ncos,NA,Beau Tindall,1,18,NA,-119.879166,34.41953119,ncos_1
667,7d4c37de-5327-43ea-9b80-b5ceaab19b5c,3/22/19 7:00,ncos,NA,Beau Tindall,1,17.5,NA,-119.8790841,34.41960782,ncos_1
718,04c8306a-0218-4319-9956-eaa8700f6a47,3/28/19 7:00,ncos,NA,Beau Tindall,1,16.75,NA,-119.8791769,34.41958161,ncos_1
848,cd2c9787-92eb-4576-99ff-7fcf77c64617,4/5/19 7:00,ncos,NA,Beau Tindall,1,15,NA,-119.879075,34.41963626,ncos_1
884,cebd9696-97a4-40d8-b5bc-0ffb4aed4f5d,4/11/19 7:00,ncos,NA,Beau Tindall,1,14,NA,-119.8792003,34.41963514,ncos_1
993,0a26193e-7846-45bc-a8ee-f50cbbc03b6d,4/19/19 7:00,ncos,NA,Beau Tindall,1,12,NA,-119.8792266,34.41942946,ncos_1
974,a87d2e0d-5f82-408c-9639-a515891ac1a4,4/26/19 7:00,ncos,NA,Beau Tindall,1,11,NA,-119.8791227,34.4195584,ncos_1
999,eb5c442a-d473-4dbd-9a60-8fd290bd6cce,5/3/19 7:00,ncos,NA,Beau Tindall,1,10,NA,-119.8790228,34.41952304,ncos_1
1008,270e748f-7b64-4094-85d8-81ca6289b567,5/10/19 7:00,ncos,NA,Beau Tindall,1,9,NA,-119.8791747,34.41999181,ncos_1
1026,4f360f53-4cd7-4a14-bbbc-0d666124e990,5/17/19 7:00,ncos,NA,Beau Tindall,1,9,NA,-119.8790534,34.41967845,ncos_1
1082,0bb176d7-40f1-4dbd-a496-34e2a20070b8,5/23/19 7:00,ncos,NA,Beau Tindall,1,9.25,NA,-119.8791667,34.41958069,ncos_1
1075,9a10acf2-e8ad-4bb0-9834-08bddbf66c9f,5/31/19 7:00,ncos,NA,Beau Tindall,1,7.75,NA,-119.8790926,34.41974994,ncos_1
1109,114ff272-5448-46c1-ae0e-0157a1aba1ad,6/6/19 7:00,ncos,NA,Beau Tindall,1,7,NA,-119.8791821,34.41952575,ncos_1
1100,8173fc9e-73ea-4b22-9a6f-9006b2549c70,6/14/19 7:00,ncos,NA,Beau Tindall,1,5,NA,-119.8792425,34.4195039,ncos_1
1114,319bfd15-2b92-4f4e-915e-d0fdaa4cf910,6/21/19 7:00,ncos,NA,Beau Tindall,1,4,NA,-119.8790881,34.419906,ncos_1
1115,56f55aef-4435-4b88-bab5-77b401ea699e,6/27/19 7:00,ncos,NA,Stephen Fetterly,1,3.1,NA,-119.8799948,34.42495331,ncos_1
1118,b2f1d54a-a6a0-448e-b4b7-ec710208f569,7/5/19 7:00,ncos,NA,Stephen,1,0.7,NA,0,0,ncos_1
8,cb7feeb7-983c-4a11-a7fe-0733ed28e173,1/11/19 8:00,ncos,NA,Beau Tindall,2,17.5,NA,-119.8798212,34.41960462,ncos_2
29,3410365d-da68-498c-8be7-890e981df66e,1/17/19 8:00,ncos,NA,Beau Tindall,2,18,Cannot see level gauge,-119.880291,34.41973998,ncos_2
50,4422ecb3-fb74-4cbf-9671-537133249bb0,1/25/19 8:00,ncos,NA,Beau Tindall,2,18,NA,-119.879823,34.4196953,ncos_2
162,77ecd7e2-dff7-442b-9335-c269623f7f44,2/1/19 8:00,ncos,NA,Beau Tindall,2,18,Can’t see gauge,-119.8853118,34.42320655,ncos_2
234,227c6910-4628-4aa4-b1a5-8d6f034a0af4,2/8/19 8:00,ncos,NA,Beau Tindall,2,18,Can’t see gauge,-119.8798675,34.41967835,ncos_2
312,c711c11e-83e2-4556-92f6-48e726ddf35e,2/15/19 8:00,ncos,NA,Beau Tindall,2,18,Can’t see level gauge,-119.8801695,34.42284797,ncos_2
380,361ab95a-7d9d-4d24-b134-da78b898c951,2/22/19 8:00,ncos,NA,Beau Tindall,2,18,Can’t see level gauge,-119.87986479999999,34.41962477,ncos_2
471,c847e500-801b-44b0-900a-db73b032e18a,3/1/19 8:00,ncos,NA,Beau Tindall,2,18.5,NA,-119.8798636,34.41963271,ncos_2
536,454fa67b-2856-49eb-bd78-61b8b105957e,3/8/19 8:00,ncos,NA,Beau Tindall,2,18.5,NA,-119.8798384,34.41962967,ncos_2
595,0b333725-8e1c-45f2-9b35-dd3b8fadd0f1,3/15/19 7:00,ncos,NA,Beau Tindall,2,17.25,NA,-119.8798133,34.41964971,ncos_2
666,092e71bf-8fd5-4ae0-a60f-858a265ee425,3/22/19 7:00,ncos,NA,Beau Tindall,2,16.5,NA,-119.8797977,34.41965209,ncos_2
717,e0ec63a4-25e7-46ab-a320-0fa2deb41cba,3/28/19 7:00,ncos,NA,Beau Tindall,2,15.75,NA,-119.8798207,34.41963382,ncos_2
847,cffebcf0-c005-4651-bc41-24d15495ca0c,4/5/19 7:00,ncos,NA,Beau Tindall,2,14,NA,-119.8797961,34.41964601,ncos_2
883,a228056e-edaf-4e3f-ae4d-faf6f28f3a13,4/11/19 7:00,ncos,NA,Beau tindall,2,12.75,NA,-119.8797871,34.4196194,ncos_2
992,19aed21a-db4e-43a6-b1bb-66f18c682c4d,4/19/19 7:00,ncos,NA,Beau Tindall,2,10.75,NA,-119.8797818,34.4196501,ncos_2
973,2e3be87f-54f4-47da-9d4c-4d2b076a5e08,4/26/19 7:00,ncos,NA,Beau Tindall,2,9.75,NA,-119.8798387,34.41975283,ncos_2
998,8e7ab5d2-28b9-42c9-b460-ab8edf2cecb8,5/3/19 7:00,ncos,NA,Beau Tindall,2,8.5,NA,-119.8798116,34.41963542,ncos_2
1007,56b2d706-8f77-48a0-a4eb-881cc6bb4394,5/10/19 7:00,ncos,NA,Beau Tindall,2,7,NA,-119.8779123,34.4222653,ncos_2
1025,c0100b0f-aa47-4d4c-8a90-2b55ec061c8a,5/17/19 7:00,ncos,NA,Beau Tindall,2,7,NA,-119.8798222,34.41964357,ncos_2
1081,b006c734-1528-45f9-8d89-4a1f1cab1e81,5/23/19 7:00,ncos,NA,Beau Tindall,2,8.75,NA,-119.8798154,34.41964723,ncos_2
1074,4fe31920-0828-4757-8ffa-ae8788fa39c4,5/31/19 7:00,ncos,NA,Beau Tindall,2,6.5,NA,-119.8798041,34.41965711,ncos_2
1108,30bdb59f-1e18-4884-b02d-137126d6de33,6/6/19 7:00,ncos,NA,Beau Tindall,2,5.75,NA,-119.8798103,34.41963584,ncos_2
1095,89c4d6f6-c6b0-4306-a44d-0b23ebaa09d8,6/14/19 7:00,ncos,NA,Beau Tindall,2,0,NA,-119.8840497,34.4182763,ncos_2
1099,65a59345-e4ea-4c89-bc3d-9a61966a90a9,6/14/19 7:00,ncos,NA,Beau Tindall,2,3,NA,-119.879849,34.41959158,ncos_2
1113,8e5d25fe-d9d9-42a6-b9c1-6e19f5ef3d1a,6/21/19 7:00,ncos,NA,Beau Tindall,2,2,NA,-119.8797798,34.41964776,ncos_2
1116,8ec12537-1c86-4265-b9ab-1902812ddee5,6/27/19 7:00,ncos,NA,Stephen Fetterly,2,0,NA,-119.8795364,34.41935658,ncos_2
7,c9b017d5-e7aa-4083-aeea-98f8228ea531,1/11/19 8:00,ncos,NA,Beau Tindall,3,10.75,NA,-119.8801083,34.4183693,ncos_3
28,9cb19d93-32e7-481c-bd37-8e525638ab43,1/17/19 8:00,ncos,NA,Beau Tindall,3,13.5,NA,-119.8799783,34.41847409,ncos_3
49,d0a76cdb-d744-4203-ab4f-cd5a2ac75959,1/25/19 8:00,ncos,NA,Beau Tindall,3,8.5,NA,-119.8782926,34.42188102,ncos_3
161,833f8444-fea0-40e2-82e1-e43044e2e595,2/1/19 8:00,ncos,NA,Beau Tindall,3,8,NA,-119.8800719,34.41849452,ncos_3
233,ab0099c2-9740-4821-9de5-d4d6e71fdf79,2/8/19 8:00,ncos,NA,Beau Tindall,3,16,NA,-119.8800258,34.41845628,ncos_3
311,972f6e6b-3e80-415a-9f85-eade372d049e,2/15/19 8:00,ncos,NA,Beau Tindall,3,13.5,NA,-119.8800243,34.41840103,ncos_3
379,2020bbe2-c3d5-422e-b793-b8653fa6004a,2/22/19 8:00,ncos,NA,Beau Tindall,3,9,NA,-119.8799712,34.41847927,ncos_3
465,a5305163-2584-4da9-90f3-7d6f7fd78978,3/1/19 8:00,ncos,NA,Beau Tindall,3,6,NA,-119.8800038,34.41844792,ncos_3
535,de285a40-301a-496d-be91-8ef1b6a247c0,3/8/19 8:00,ncos,NA,Beau Tindall,3,18,"Can’t see level gauge, well 7 ditch overflowed into pool",-119.8800337,34.41851542,ncos_3
594,1ea5d6b5-4cf3-4357-96b7-d13761b522ca,3/15/19 7:00,ncos,NA,Beau Tindall,3,13,NA,-119.8800085,34.41846217,ncos_3
665,ae05ef8f-4acb-4ae5-bfdd-8e6e8edb6870,3/22/19 7:00,ncos,NA,Beau Tindall,3,8.75,NA,-119.8798207,34.41851302,ncos_3
716,67069717-46f4-49cc-bb74-f8921ff14771,3/28/19 7:00,ncos,NA,Beau Tindall,3,5.75,NA,-119.8799873,34.41844784,ncos_3
846,cba9e407-a68c-4fc4-9c29-6023c6a3cf4f,4/5/19 7:00,ncos,NA,Beau Tindall,3,0,NA,-119.8799355,34.41847091,ncos_3
882,3e51f594-bdfe-4639-a711-3ad1078a2ffa,4/11/19 7:00,ncos,NA,Beau Tindall,3,0,NA,-119.8799403,34.41845001,ncos_3
1009,13820fe6-1ad7-43ba-bf1c-5a8dd4acaf3e,5/10/19 7:00,ncos,NA,Beau Tindall,3,2,NA,-119.8803695,34.4189377,ncos_3
6,37e69abe-5393-403e-abeb-72496c47a68f,1/11/19 8:00,ncos,NA,Beau Tindall,4,15.75,NA,-119.8804,34.41885949,ncos_4
27,e9e37e20-650d-4f8e-9758-aa785564a157,1/17/19 8:00,ncos,NA,Beau Tindall,4,17.5,NA,-119.8804095,34.41881403,ncos_4
48,26844ec8-a320-4c70-9f84-91781c92ea05,1/25/19 8:00,ncos,NA,Beau Tindall,4,15.5,NA,-119.8805285,34.41896467,ncos_4
160,03ccc8a6-9b6a-4ca3-ad52-5576d80290ca,2/1/19 8:00,ncos,NA,Beau Tindall,4,16.5,NA,-119.8804242,34.41877717,ncos_4
232,1a2b206f-a8fe-416d-9bad-c3b28c00917d,2/8/19 8:00,ncos,NA,Beau Tindall,4,16,NA,-119.8852779,34.42319835,ncos_4
310,75ae118b-6ba8-444e-ba1e-d5c93b48cfe1,2/15/19 8:00,ncos,NA,Beau Tindall,4,17,NA,-119.8804586,34.41875794,ncos_4
404,5d3e84b2-fa43-4a79-b905-52b5906dd73a,2/22/19 8:00,ncos,NA,Beau Tindall,4,16,NA,-119.8788209,34.41909957,ncos_4
466,d9e81d2d-2e69-4188-b034-50c125340f4a,3/1/19 8:00,ncos,NA,Beau Tindall,4,16,NA,-119.8804984,34.41900638,ncos_4
534,162418a9-1a02-4037-bcf5-189ffeb66ede,3/8/19 8:00,ncos,NA,Beau Tindall,4,17,NA,-119.8803618,34.41883457,ncos_4
593,790f80b4-7093-4f73-a5d9-0abfbe4c84cf,3/15/19 7:00,ncos,NA,Beau Tindall,4,15,NA,-119.8804025,34.4188513,ncos_4
664,1d7c5d78-dcb4-4bdd-b4e9-af8aefea4ffd,3/22/19 7:00,ncos,NA,Beau Tindall,4,14,NA,-119.8804394,34.4190493,ncos_4
715,1bb74af8-6c17-48a9-8614-e64b1faa3859,3/28/19 7:00,ncos,NA,Beau Tindall,4,13,NA,-119.8803841,34.41883978,ncos_4
845,c318b053-3e63-4c3d-8476-3d506ddbde1c,4/5/19 7:00,ncos,NA,Beau Tindall,4,11,NA,-119.8803411,34.41889365,ncos_4
881,d0628fb5-0600-4336-bf50-f539117c760a,4/11/19 7:00,ncos,NA,Beau Tindall,4,9.5,NA,-119.8803457,34.41889978,ncos_4
991,f8087fc4-047b-4d0c-8ddd-5e0807f61811,4/19/19 7:00,ncos,NA,Beau Tindall,4,7,NA,-119.880331,34.41887398,ncos_4
972,d95cb04d-a729-40a2-a955-ebd5eed49294,4/26/19 7:00,ncos,NA,Beau Tindall,4,6,NA,-119.8803486,34.41886473,ncos_4
1000,f82f8436-37f8-4884-81ec-9800916d4649,5/3/19 7:00,ncos,NA,Beau Tindall,4,3.5,NA,-119.8803329,34.41888352,ncos_4
1024,0305adc3-bbc8-4a2a-bff8-de18f716ab30,5/17/19 7:00,ncos,NA,Beau Tindall,4,4.75,NA,-119.8803601,34.41884349,ncos_4
